('2024-12-03 00:00:00', '2024-12-10 00:00:00', NOW(), NOW(), 1, 1),
('2024-12-30 00:00:00', '2025-01-06 00:00:00', NOW(), NOW(), 39, 7),
('2024-12-30 00:00:00', '2025-01-06 00:00:00', NOW(), NOW(), 43, 4),
('2024-12-30 00:00:00', '2025-01-06 00:00:00', NOW(), NOW(), 5, 8),
('2024-12-30 00:00:00', '2025-01-06 00:00:00', NOW(), NOW(), 25, 6),
('2024-12-30 00:00:00', '2025-01-06 00:00:00', NOW(), NOW(), 77, 5),
('2024-12-30 00:00:00', '2025-01-06 00:00:00', NOW(), NOW(), 15, 6),
('2024-12-30 00:00:00', '2025-01-06 00:00:00', NOW(), NOW(), 88, 2),
('2024-12-30 00:00:00', '2025-01-06 00:00:00', NOW(), NOW(), 1, 7),
('2024-12-30 00:00:00', '2025-01-06 00:00:00', NOW(), NOW(), 64, 4),
('2024-12-30 00:00:00', '2025-01-06 00:00:00', NOW(), NOW(), 89, 2),
('2024-12-31 00:00:00', '2025-01-07 00:00:00', NOW(), NOW(), 97, 2),
('2024-12-31 00:00:00', '2025-01-07 00:00:00', NOW(), NOW(), 98, 10),
('2024-12-31 00:00:00', '2025-01-07 00:00:00', NOW(), NOW(), 99, 4),
('2024-12-31 00:00:00', '2025-01-07 00:00:00', NOW(), NOW(), 100, 7),
('2024-12-31 00:00:00', '2025-01-07 00:00:00', NOW(), NOW(), 101, 6),
('2024-12-31 00:00:00', '2025-01-07 00:00:00', NOW(), NOW(), 102, 9),
('2024-12-31 00:00:00', '2025-01-07 00:00:00', NOW(), NOW(), 103, 10),
('2024-12-31 00:00:00', '2025-01-07 00:00:00', NOW(), NOW(), 104, 10),
('2024-12-31 00:00:00', '2025-01-07 00:00:00', NOW(), NOW(), 105, 6),
('2024-12-31 00:00:00', '2025-01-07 00:00:00', NOW(), NOW(), 106, 1),
('2024-12-31 00:00:00', '2025-01-07 00:00:00', NOW(), NOW(), 107, 8),
('2024-12-31 00:00:00', '2025-01-07 00:00:00', NOW(), NOW(), 108, 6),
('2024-12-31 00:00:00', '2025-01-07 00:00:00', NOW(), NOW(), 109, 9),
('2024-12-31 00:00:00', '2025-01-07 00:00:00', NOW(), NOW(), 110, 8),
('2024-12-31 00:00:00', '2025-01-07 00:00:00', NOW(), NOW(), 111, 10),
('2024-12-31 00:00:00', '2025-01-07 00:00:00', NOW(), NOW(), 112, 5),
('2025-01-01 00:00:00', '2025-01-08 00:00:00', NOW(), NOW(), 113, 2),
('2025-01-01 00:00:00', '2025-01-08 00:00:00', NOW(), NOW(), 114, 10),
('2025-01-01 00:00:00', '2025-01-08 00:00:00', NOW(), NOW(), 79, 8),
('2025-01-01 00:00:00', '2025-01-08 00:00:00', NOW(), NOW(), 87, 7),
('2025-01-01 00:00:00', '2025-01-08 00:00:00', NOW(), NOW(), 52, 6),
('2025-01-01 00:00:00', '2025-01-08 00:00:00', NOW(), NOW(), 46, 7),
('2025-01-01 00:00:00', '2025-01-08 00:00:00', NOW(), NOW(), 99, 1),
('2025-01-01 00:00:00', '2025-01-08 00:00:00', NOW(), NOW(), 14, 2),
('2025-01-01 00:00:00', '2025-01-08 00:00:00', NOW(), NOW(), 54, 6),
('2025-01-01 00:00:00', '2025-01-08 00:00:00', NOW(), NOW(), 84, 6),
('2025-01-01 00:00:00', '2025-01-08 00:00:00', NOW(), NOW(), 82, 3),
('2025-01-01 00:00:00', '2025-01-08 00:00:00', NOW(), NOW(), 56, 1),
('2025-01-01 00:00:00', '2025-01-08 00:00:00', NOW(), NOW(), 66, 3),
('2025-01-01 00:00:00', '2025-01-08 00:00:00', NOW(), NOW(), 102, 4),
('2025-01-01 00:00:00', '2025-01-08 00:00:00', NOW(), NOW(), 77, 9),
('2025-01-01 00:00:00', '2025-01-08 00:00:00', NOW(), NOW(), 5, 9),
('2025-01-02 00:00:00', '2025-01-09 00:00:00', NOW(), NOW(), 115, 2),
('2025-01-02 00:00:00', '2025-01-09 00:00:00', NOW(), NOW(), 116, 3),
('2025-01-02 00:00:00', '2025-01-09 00:00:00', NOW(), NOW(), 42, 9),
('2025-01-02 00:00:00', '2025-01-09 00:00:00', NOW(), NOW(), 22, 5),
('2025-01-02 00:00:00', '2025-01-09 00:00:00', NOW(), NOW(), 76, 10),
('2025-01-02 00:00:00', '2025-01-09 00:00:00', NOW(), NOW(), 3, 7),
('2025-01-02 00:00:00', '2025-01-09 00:00:00', NOW(), NOW(), 94, 10),
('2025-01-02 00:00:00', '2025-01-09 00:00:00', NOW(), NOW(), 58, 8),
('2025-01-02 00:00:00', '2025-01-09 00:00:00', NOW(), NOW(), 26, 8),
('2025-01-02 00:00:00', '2025-01-09 00:00:00', NOW(), NOW(), 35, 10),
('2025-01-02 00:00:00', '2025-01-09 00:00:00', NOW(), NOW(), 112, 7),
('2025-01-02 00:00:00', '2025-01-09 00:00:00', NOW(), NOW(), 52, 2),
('2025-01-02 00:00:00', '2025-01-09 00:00:00', NOW(), NOW(), 85, 7),
('2025-01-02 00:00:00', '2025-01-09 00:00:00', NOW(), NOW(), 45, 4),
('2025-01-02 00:00:00', '2025-01-09 00:00:00', NOW(), NOW(), 51, 6),
('2025-01-02 00:00:00', '2025-01-09 00:00:00', NOW(), NOW(), 65, 3),
('2025-01-03 00:00:00', '2025-01-10 00:00:00', NOW(), NOW(), 117, 3),
('2025-01-03 00:00:00', '2025-01-10 00:00:00', NOW(), NOW(), 118, 7),
('2025-01-03 00:00:00', '2025-01-10 00:00:00', NOW(), NOW(), 9, 3),
('2025-01-03 00:00:00', '2025-01-10 00:00:00', NOW(), NOW(), 11, 4),
('2025-01-03 00:00:00', '2025-01-10 00:00:00', NOW(), NOW(), 48, 9),
('2025-01-03 00:00:00', '2025-01-10 00:00:00', NOW(), NOW(), 42, 10),
('2025-01-03 00:00:00', '2025-01-10 00:00:00', NOW(), NOW(), 99, 2),
('2025-01-03 00:00:00', '2025-01-10 00:00:00', NOW(), NOW(), 43, 3),
('2025-01-03 00:00:00', '2025-01-10 00:00:00', NOW(), NOW(), 14, 6),
('2025-01-03 00:00:00', '2025-01-10 00:00:00', NOW(), NOW(), 67, 7),
('2025-01-03 00:00:00', '2025-01-10 00:00:00', NOW(), NOW(), 86, 1),
('2025-01-03 00:00:00', '2025-01-10 00:00:00', NOW(), NOW(), 96, 7),
('2025-01-03 00:00:00', '2025-01-10 00:00:00', NOW(), NOW(), 58, 3),
('2025-01-03 00:00:00', '2025-01-10 00:00:00', NOW(), NOW(), 51, 6),
('2025-01-03 00:00:00', '2025-01-10 00:00:00', NOW(), NOW(), 24, 7),
('2025-01-03 00:00:00', '2025-01-10 00:00:00', NOW(), NOW(), 116, 8),
('2025-01-06 00:00:00', '2025-01-13 00:00:00', NOW(), NOW(), 119, 4),
('2025-01-06 00:00:00', '2025-01-13 00:00:00', NOW(), NOW(), 120, 7),
('2025-01-06 00:00:00', '2025-01-13 00:00:00', NOW(), NOW(), 47, 1),
('2025-01-06 00:00:00', '2025-01-13 00:00:00', NOW(), NOW(), 12, 3),
('2025-01-06 00:00:00', '2025-01-13 00:00:00', NOW(), NOW(), 89, 3),
('2025-01-06 00:00:00', '2025-01-13 00:00:00', NOW(), NOW(), 100, 6),
('2025-01-06 00:00:00', '2025-01-13 00:00:00', NOW(), NOW(), 60, 10),
('2025-01-06 00:00:00', '2025-01-13 00:00:00', NOW(), NOW(), 42, 1),
('2025-01-06 00:00:00', '2025-01-13 00:00:00', NOW(), NOW(), 95, 1),
('2025-01-06 00:00:00', '2025-01-13 00:00:00', NOW(), NOW(), 23, 8),
('2025-01-06 00:00:00', '2025-01-13 00:00:00', NOW(), NOW(), 82, 10),
('2025-01-06 00:00:00', '2025-01-13 00:00:00', NOW(), NOW(), 50, 5),
('2025-01-06 00:00:00', '2025-01-13 00:00:00', NOW(), NOW(), 65, 4),
('2025-01-06 00:00:00', '2025-01-13 00:00:00', NOW(), NOW(), 64, 6),
('2025-01-06 00:00:00', '2025-01-13 00:00:00', NOW(), NOW(), 116, 1),
('2025-01-06 00:00:00', '2025-01-13 00:00:00', NOW(), NOW(), 99, 8),
('2025-01-07 00:00:00', '2025-01-14 00:00:00', NOW(), NOW(), 121, 2),
('2025-01-07 00:00:00', '2025-01-14 00:00:00', NOW(), NOW(), 122, 10),
('2025-01-07 00:00:00', '2025-01-14 00:00:00', NOW(), NOW(), 123, 1),
('2025-01-07 00:00:00', '2025-01-14 00:00:00', NOW(), NOW(), 124, 8),
('2025-01-07 00:00:00', '2025-01-14 00:00:00', NOW(), NOW(), 125, 4),
('2025-01-07 00:00:00', '2025-01-14 00:00:00', NOW(), NOW(), 126, 4),
('2025-01-07 00:00:00', '2025-01-14 00:00:00', NOW(), NOW(), 127, 7),
('2025-01-07 00:00:00', '2025-01-14 00:00:00', NOW(), NOW(), 128, 8),
('2025-01-07 00:00:00', '2025-01-14 00:00:00', NOW(), NOW(), 129, 5),
('2025-01-07 00:00:00', '2025-01-14 00:00:00', NOW(), NOW(), 130, 10),
('2025-01-07 00:00:00', '2025-01-14 00:00:00', NOW(), NOW(), 131, 6),
('2025-01-07 00:00:00', '2025-01-14 00:00:00', NOW(), NOW(), 132, 3),
('2025-01-07 00:00:00', '2025-01-14 00:00:00', NOW(), NOW(), 133, 9),
('2025-01-07 00:00:00', '2025-01-14 00:00:00', NOW(), NOW(), 134, 6),
('2025-01-07 00:00:00', '2025-01-14 00:00:00', NOW(), NOW(), 135, 5),
('2025-01-07 00:00:00', '2025-01-14 00:00:00', NOW(), NOW(), 136, 2),
('2025-01-08 00:00:00', '2025-01-15 00:00:00', NOW(), NOW(), 137, 4),
('2025-01-08 00:00:00', '2025-01-15 00:00:00', NOW(), NOW(), 138, 10),
('2025-01-08 00:00:00', '2025-01-15 00:00:00', NOW(), NOW(), 13, 4),
('2025-01-08 00:00:00', '2025-01-15 00:00:00', NOW(), NOW(), 41, 9),
('2025-01-08 00:00:00', '2025-01-15 00:00:00', NOW(), NOW(), 115, 6),
('2025-01-08 00:00:00', '2025-01-15 00:00:00', NOW(), NOW(), 11, 10),
('2025-01-08 00:00:00', '2025-01-15 00:00:00', NOW(), NOW(), 72, 7),
('2025-01-08 00:00:00', '2025-01-15 00:00:00', NOW(), NOW(), 29, 8),
('2025-01-08 00:00:00', '2025-01-15 00:00:00', NOW(), NOW(), 105, 9),
('2025-01-08 00:00:00', '2025-01-15 00:00:00', NOW(), NOW(), 26, 4),
('2025-01-08 00:00:00', '2025-01-15 00:00:00', NOW(), NOW(), 101, 5),
('2025-01-08 00:00:00', '2025-01-15 00:00:00', NOW(), NOW(), 27, 8),
('2025-01-08 00:00:00', '2025-01-15 00:00:00', NOW(), NOW(), 54, 4),
('2025-01-08 00:00:00', '2025-01-15 00:00:00', NOW(), NOW(), 57, 9),
('2025-01-08 00:00:00', '2025-01-15 00:00:00', NOW(), NOW(), 22, 2),
('2025-01-08 00:00:00', '2025-01-15 00:00:00', NOW(), NOW(), 109, 3),
('2025-01-09 00:00:00', '2025-01-16 00:00:00', NOW(), NOW(), 139, 5),
('2025-01-09 00:00:00', '2025-01-16 00:00:00', NOW(), NOW(), 140, 7),
('2025-01-09 00:00:00', '2025-01-16 00:00:00', NOW(), NOW(), 127, 6),
('2025-01-09 00:00:00', '2025-01-16 00:00:00', NOW(), NOW(), 86, 8),
('2025-01-09 00:00:00', '2025-01-16 00:00:00', NOW(), NOW(), 120, 9),
('2025-01-09 00:00:00', '2025-01-16 00:00:00', NOW(), NOW(), 55, 9),
('2025-01-09 00:00:00', '2025-01-16 00:00:00', NOW(), NOW(), 108, 3),
('2025-01-09 00:00:00', '2025-01-16 00:00:00', NOW(), NOW(), 68, 2),
('2025-01-09 00:00:00', '2025-01-16 00:00:00', NOW(), NOW(), 41, 5),
('2025-01-09 00:00:00', '2025-01-16 00:00:00', NOW(), NOW(), 134, 3),
('2025-01-09 00:00:00', '2025-01-16 00:00:00', NOW(), NOW(), 4, 7),
('2025-01-09 00:00:00', '2025-01-16 00:00:00', NOW(), NOW(), 119, 3),
('2025-01-09 00:00:00', '2025-01-16 00:00:00', NOW(), NOW(), 93, 2),
('2025-01-09 00:00:00', '2025-01-16 00:00:00', NOW(), NOW(), 17, 5),
('2025-01-09 00:00:00', '2025-01-16 00:00:00', NOW(), NOW(), 57, 6),
('2025-01-09 00:00:00', '2025-01-16 00:00:00', NOW(), NOW(), 111, 1),
('2025-01-10 00:00:00', '2025-01-17 00:00:00', NOW(), NOW(), 141, 10),
('2025-01-10 00:00:00', '2025-01-17 00:00:00', NOW(), NOW(), 142, 9),
('2025-01-10 00:00:00', '2025-01-17 00:00:00', NOW(), NOW(), 89, 8),
('2025-01-10 00:00:00', '2025-01-17 00:00:00', NOW(), NOW(), 34, 5),
('2025-01-10 00:00:00', '2025-01-17 00:00:00', NOW(), NOW(), 68, 3),
('2025-01-10 00:00:00', '2025-01-17 00:00:00', NOW(), NOW(), 2, 1),
('2025-01-10 00:00:00', '2025-01-17 00:00:00', NOW(), NOW(), 23, 7),
('2025-01-10 00:00:00', '2025-01-17 00:00:00', NOW(), NOW(), 39, 4),
('2025-01-10 00:00:00', '2025-01-17 00:00:00', NOW(), NOW(), 30, 6),
('2025-01-10 00:00:00', '2025-01-17 00:00:00', NOW(), NOW(), 63, 3),
('2025-01-10 00:00:00', '2025-01-17 00:00:00', NOW(), NOW(), 124, 1),
('2025-01-10 00:00:00', '2025-01-17 00:00:00', NOW(), NOW(), 14, 6),
('2025-01-10 00:00:00', '2025-01-17 00:00:00', NOW(), NOW(), 57, 9),
('2025-01-10 00:00:00', '2025-01-17 00:00:00', NOW(), NOW(), 47, 9),
('2025-01-10 00:00:00', '2025-01-17 00:00:00', NOW(), NOW(), 99, 6),
('2025-01-10 00:00:00', '2025-01-17 00:00:00', NOW(), NOW(), 140, 4),
('2025-01-13 00:00:00', '2025-01-20 00:00:00', NOW(), NOW(), 143, 5),
('2025-01-13 00:00:00', '2025-01-20 00:00:00', NOW(), NOW(), 144, 9),
('2025-01-13 00:00:00', '2025-01-20 00:00:00', NOW(), NOW(), 2, 3),
('2025-01-13 00:00:00', '2025-01-20 00:00:00', NOW(), NOW(), 64, 2),
('2025-01-13 00:00:00', '2025-01-20 00:00:00', NOW(), NOW(), 52, 6),
('2025-01-13 00:00:00', '2025-01-20 00:00:00', NOW(), NOW(), 91, 8),
('2025-01-13 00:00:00', '2025-01-20 00:00:00', NOW(), NOW(), 124, 8),
('2025-01-13 00:00:00', '2025-01-20 00:00:00', NOW(), NOW(), 34, 7),
('2025-01-13 00:00:00', '2025-01-20 00:00:00', NOW(), NOW(), 77, 7),
('2025-01-13 00:00:00', '2025-01-20 00:00:00', NOW(), NOW(), 9, 3),
('2025-01-13 00:00:00', '2025-01-20 00:00:00', NOW(), NOW(), 55, 8),
('2025-01-13 00:00:00', '2025-01-20 00:00:00', NOW(), NOW(), 62, 2),
('2025-01-13 00:00:00', '2025-01-20 00:00:00', NOW(), NOW(), 36, 4),
('2025-01-13 00:00:00', '2025-01-20 00:00:00', NOW(), NOW(), 81, 4),
('2025-01-13 00:00:00', '2025-01-20 00:00:00', NOW(), NOW(), 19, 4),
('2025-01-13 00:00:00', '2025-01-20 00:00:00', NOW(), NOW(), 125, 3),
('2025-01-14 00:00:00', '2025-01-21 00:00:00', NOW(), NOW(), 145, 8),
('2025-01-14 00:00:00', '2025-01-21 00:00:00', NOW(), NOW(), 146, 1),
('2025-01-14 00:00:00', '2025-01-21 00:00:00', NOW(), NOW(), 147, 1),
('2025-01-14 00:00:00', '2025-01-21 00:00:00', NOW(), NOW(), 148, 5),
('2025-01-14 00:00:00', '2025-01-21 00:00:00', NOW(), NOW(), 149, 10),
('2025-01-14 00:00:00', '2025-01-21 00:00:00', NOW(), NOW(), 150, 9),
('2025-01-14 00:00:00', '2025-01-21 00:00:00', NOW(), NOW(), 151, 5),
('2025-01-14 00:00:00', '2025-01-21 00:00:00', NOW(), NOW(), 152, 3),
('2025-01-14 00:00:00', '2025-01-21 00:00:00', NOW(), NOW(), 153, 3),
('2025-01-14 00:00:00', '2025-01-21 00:00:00', NOW(), NOW(), 154, 6),
('2025-01-14 00:00:00', '2025-01-21 00:00:00', NOW(), NOW(), 155, 4),
('2025-01-14 00:00:00', '2025-01-21 00:00:00', NOW(), NOW(), 156, 3),
('2025-01-14 00:00:00', '2025-01-21 00:00:00', NOW(), NOW(), 157, 3),
('2025-01-14 00:00:00', '2025-01-21 00:00:00', NOW(), NOW(), 158, 4),
('2025-01-14 00:00:00', '2025-01-21 00:00:00', NOW(), NOW(), 159, 4),
('2025-01-14 00:00:00', '2025-01-21 00:00:00', NOW(), NOW(), 160, 1),
('2025-01-15 00:00:00', '2025-01-22 00:00:00', NOW(), NOW(), 161, 9),
('2025-01-15 00:00:00', '2025-01-22 00:00:00', NOW(), NOW(), 162, 6),
('2025-01-15 00:00:00', '2025-01-22 00:00:00', NOW(), NOW(), 12, 8),
('2025-01-15 00:00:00', '2025-01-22 00:00:00', NOW(), NOW(), 29, 6),
('2025-01-15 00:00:00', '2025-01-22 00:00:00', NOW(), NOW(), 68, 10),
('2025-01-15 00:00:00', '2025-01-22 00:00:00', NOW(), NOW(), 27, 6),
('2025-01-15 00:00:00', '2025-01-22 00:00:00', NOW(), NOW(), 109, 7),
('2025-01-15 00:00:00', '2025-01-22 00:00:00', NOW(), NOW(), 132, 9),
('2025-01-15 00:00:00', '2025-01-22 00:00:00', NOW(), NOW(), 157, 3),
('2025-01-15 00:00:00', '2025-01-22 00:00:00', NOW(), NOW(), 102, 5),
('2025-01-15 00:00:00', '2025-01-22 00:00:00', NOW(), NOW(), 89, 2),
('2025-01-15 00:00:00', '2025-01-22 00:00:00', NOW(), NOW(), 147, 6),
('2025-01-15 00:00:00', '2025-01-22 00:00:00', NOW(), NOW(), 23, 3),
('2025-01-15 00:00:00', '2025-01-22 00:00:00', NOW(), NOW(), 50, 8),
('2025-01-15 00:00:00', '2025-01-22 00:00:00', NOW(), NOW(), 120, 10),
('2025-01-15 00:00:00', '2025-01-22 00:00:00', NOW(), NOW(), 17, 8),
('2025-01-16 00:00:00', '2025-01-23 00:00:00', NOW(), NOW(), 163, 10),
('2025-01-16 00:00:00', '2025-01-23 00:00:00', NOW(), NOW(), 164, 10),
('2025-01-16 00:00:00', '2025-01-23 00:00:00', NOW(), NOW(), 74, 2),
('2025-01-16 00:00:00', '2025-01-23 00:00:00', NOW(), NOW(), 42, 2),
('2025-01-16 00:00:00', '2025-01-23 00:00:00', NOW(), NOW(), 109, 4),
('2025-01-16 00:00:00', '2025-01-23 00:00:00', NOW(), NOW(), 117, 7),
('2025-01-16 00:00:00', '2025-01-23 00:00:00', NOW(), NOW(), 111, 10),
('2025-01-16 00:00:00', '2025-01-23 00:00:00', NOW(), NOW(), 101, 2),
('2025-01-16 00:00:00', '2025-01-23 00:00:00', NOW(), NOW(), 89, 10),
('2025-01-16 00:00:00', '2025-01-23 00:00:00', NOW(), NOW(), 23, 9),
('2025-01-16 00:00:00', '2025-01-23 00:00:00', NOW(), NOW(), 45, 4),
('2025-01-16 00:00:00', '2025-01-23 00:00:00', NOW(), NOW(), 159, 7),
('2025-01-16 00:00:00', '2025-01-23 00:00:00', NOW(), NOW(), 70, 3),
('2025-01-16 00:00:00', '2025-01-23 00:00:00', NOW(), NOW(), 35, 8),
('2025-01-16 00:00:00', '2025-01-23 00:00:00', NOW(), NOW(), 50, 2),
('2025-01-16 00:00:00', '2025-01-23 00:00:00', NOW(), NOW(), 86, 4),
('2025-01-17 00:00:00', '2025-01-24 00:00:00', NOW(), NOW(), 165, 9),
('2025-01-17 00:00:00', '2025-01-24 00:00:00', NOW(), NOW(), 166, 1),
('2025-01-17 00:00:00', '2025-01-24 00:00:00', NOW(), NOW(), 135, 3),
('2025-01-17 00:00:00', '2025-01-24 00:00:00', NOW(), NOW(), 84, 5),
('2025-01-17 00:00:00', '2025-01-24 00:00:00', NOW(), NOW(), 138, 10),
('2025-01-17 00:00:00', '2025-01-24 00:00:00', NOW(), NOW(), 38, 7),
('2025-01-17 00:00:00', '2025-01-24 00:00:00', NOW(), NOW(), 117, 3),
('2025-01-17 00:00:00', '2025-01-24 00:00:00', NOW(), NOW(), 8, 3),
('2025-01-17 00:00:00', '2025-01-24 00:00:00', NOW(), NOW(), 24, 9),
('2025-01-17 00:00:00', '2025-01-24 00:00:00', NOW(), NOW(), 140, 6),
('2025-01-17 00:00:00', '2025-01-24 00:00:00', NOW(), NOW(), 77, 9),
('2025-01-17 00:00:00', '2025-01-24 00:00:00', NOW(), NOW(), 151, 2),
('2025-01-17 00:00:00', '2025-01-24 00:00:00', NOW(), NOW(), 75, 3),
('2025-01-17 00:00:00', '2025-01-24 00:00:00', NOW(), NOW(), 16, 10),
('2025-01-17 00:00:00', '2025-01-24 00:00:00', NOW(), NOW(), 81, 9),
('2025-01-17 00:00:00', '2025-01-24 00:00:00', NOW(), NOW(), 157, 3),
('2025-01-20 00:00:00', '2025-01-27 00:00:00', NOW(), NOW(), 167, 1),
('2025-01-20 00:00:00', '2025-01-27 00:00:00', NOW(), NOW(), 168, 9),
('2025-01-20 00:00:00', '2025-01-27 00:00:00', NOW(), NOW(), 143, 2),
('2025-01-20 00:00:00', '2025-01-27 00:00:00', NOW(), NOW(), 113, 7),
('2025-01-20 00:00:00', '2025-01-27 00:00:00', NOW(), NOW(), 92, 7),
('2025-01-20 00:00:00', '2025-01-27 00:00:00', NOW(), NOW(), 155, 7),
('2025-01-20 00:00:00', '2025-01-27 00:00:00', NOW(), NOW(), 96, 10),
('2025-01-20 00:00:00', '2025-01-27 00:00:00', NOW(), NOW(), 43, 2),
('2025-01-20 00:00:00', '2025-01-27 00:00:00', NOW(), NOW(), 74, 3),
('2025-01-20 00:00:00', '2025-01-27 00:00:00', NOW(), NOW(), 39, 7),
('2025-01-20 00:00:00', '2025-01-27 00:00:00', NOW(), NOW(), 139, 3),
('2025-01-20 00:00:00', '2025-01-27 00:00:00', NOW(), NOW(), 51, 2),
('2025-01-20 00:00:00', '2025-01-27 00:00:00', NOW(), NOW(), 112, 10),
('2025-01-20 00:00:00', '2025-01-27 00:00:00', NOW(), NOW(), 122, 2),
('2025-01-20 00:00:00', '2025-01-27 00:00:00', NOW(), NOW(), 164, 3),
('2025-01-20 00:00:00', '2025-01-27 00:00:00', NOW(), NOW(), 69, 5),
('2025-01-21 00:00:00', '2025-01-28 00:00:00', NOW(), NOW(), 169, 6),
('2025-01-21 00:00:00', '2025-01-28 00:00:00', NOW(), NOW(), 170, 2),
('2025-01-21 00:00:00', '2025-01-28 00:00:00', NOW(), NOW(), 171, 3),
('2025-01-21 00:00:00', '2025-01-28 00:00:00', NOW(), NOW(), 172, 8),
('2025-01-21 00:00:00', '2025-01-28 00:00:00', NOW(), NOW(), 173, 10),
('2025-01-21 00:00:00', '2025-01-28 00:00:00', NOW(), NOW(), 174, 2),
('2025-01-21 00:00:00', '2025-01-28 00:00:00', NOW(), NOW(), 175, 1),
('2025-01-21 00:00:00', '2025-01-28 00:00:00', NOW(), NOW(), 176, 4),
('2025-01-21 00:00:00', '2025-01-28 00:00:00', NOW(), NOW(), 177, 10),
('2025-01-21 00:00:00', '2025-01-28 00:00:00', NOW(), NOW(), 178, 10),
('2025-01-21 00:00:00', '2025-01-28 00:00:00', NOW(), NOW(), 179, 3),
('2025-01-21 00:00:00', '2025-01-28 00:00:00', NOW(), NOW(), 180, 1),
('2025-01-21 00:00:00', '2025-01-28 00:00:00', NOW(), NOW(), 181, 8),
('2025-01-21 00:00:00', '2025-01-28 00:00:00', NOW(), NOW(), 182, 10),
('2025-01-21 00:00:00', '2025-01-28 00:00:00', NOW(), NOW(), 183, 2),
('2025-01-21 00:00:00', '2025-01-28 00:00:00', NOW(), NOW(), 184, 8),
('2025-01-22 00:00:00', '2025-01-29 00:00:00', NOW(), NOW(), 185, 8),
('2025-01-22 00:00:00', '2025-01-29 00:00:00', NOW(), NOW(), 186, 5),
('2025-01-22 00:00:00', '2025-01-29 00:00:00', NOW(), NOW(), 24, 3),
('2025-01-22 00:00:00', '2025-01-29 00:00:00', NOW(), NOW(), 59, 3),
('2025-01-22 00:00:00', '2025-01-29 00:00:00', NOW(), NOW(), 112, 6),
('2025-01-22 00:00:00', '2025-01-29 00:00:00', NOW(), NOW(), 119, 6),
('2025-01-22 00:00:00', '2025-01-29 00:00:00', NOW(), NOW(), 21, 9),
('2025-01-22 00:00:00', '2025-01-29 00:00:00', NOW(), NOW(), 5, 8),
('2025-01-22 00:00:00', '2025-01-29 00:00:00', NOW(), NOW(), 63, 5),
('2025-01-22 00:00:00', '2025-01-29 00:00:00', NOW(), NOW(), 183, 1),
('2025-01-22 00:00:00', '2025-01-29 00:00:00', NOW(), NOW(), 45, 10),
('2025-01-22 00:00:00', '2025-01-29 00:00:00', NOW(), NOW(), 81, 8),
('2025-01-22 00:00:00', '2025-01-29 00:00:00', NOW(), NOW(), 182, 5),
('2025-01-22 00:00:00', '2025-01-29 00:00:00', NOW(), NOW(), 98, 8),
('2025-01-22 00:00:00', '2025-01-29 00:00:00', NOW(), NOW(), 26, 4),
('2025-01-22 00:00:00', '2025-01-29 00:00:00', NOW(), NOW(), 99, 8),
('2025-01-23 00:00:00', '2025-01-30 00:00:00', NOW(), NOW(), 187, 2),
('2025-01-23 00:00:00', '2025-01-30 00:00:00', NOW(), NOW(), 188, 8),
('2025-01-23 00:00:00', '2025-01-30 00:00:00', NOW(), NOW(), 97, 10),
('2025-01-23 00:00:00', '2025-01-30 00:00:00', NOW(), NOW(), 147, 9),
('2025-01-23 00:00:00', '2025-01-30 00:00:00', NOW(), NOW(), 120, 7),
('2025-01-23 00:00:00', '2025-01-30 00:00:00', NOW(), NOW(), 151, 3),
('2025-01-23 00:00:00', '2025-01-30 00:00:00', NOW(), NOW(), 72, 6),
('2025-01-23 00:00:00', '2025-01-30 00:00:00', NOW(), NOW(), 18, 8),
('2025-01-23 00:00:00', '2025-01-30 00:00:00', NOW(), NOW(), 12, 10),
('2025-01-23 00:00:00', '2025-01-30 00:00:00', NOW(), NOW(), 4, 3),
('2025-01-23 00:00:00', '2025-01-30 00:00:00', NOW(), NOW(), 105, 7),
('2025-01-23 00:00:00', '2025-01-30 00:00:00', NOW(), NOW(), 62, 2),
('2025-01-23 00:00:00', '2025-01-30 00:00:00', NOW(), NOW(), 117, 3),
('2025-01-23 00:00:00', '2025-01-30 00:00:00', NOW(), NOW(), 155, 6),
('2025-01-23 00:00:00', '2025-01-30 00:00:00', NOW(), NOW(), 163, 8),
('2025-01-23 00:00:00', '2025-01-30 00:00:00', NOW(), NOW(), 170, 10),
('2025-01-24 00:00:00', '2025-01-31 00:00:00', NOW(), NOW(), 189, 10),
('2025-01-24 00:00:00', '2025-01-31 00:00:00', NOW(), NOW(), 190, 6),
('2025-01-24 00:00:00', '2025-01-31 00:00:00', NOW(), NOW(), 144, 10),
('2025-01-24 00:00:00', '2025-01-31 00:00:00', NOW(), NOW(), 140, 10),
('2025-01-24 00:00:00', '2025-01-31 00:00:00', NOW(), NOW(), 48, 5),
('2025-01-24 00:00:00', '2025-01-31 00:00:00', NOW(), NOW(), 50, 2),
('2025-01-24 00:00:00', '2025-01-31 00:00:00', NOW(), NOW(), 49, 2),
('2025-01-24 00:00:00', '2025-01-31 00:00:00', NOW(), NOW(), 95, 8),
('2025-01-24 00:00:00', '2025-01-31 00:00:00', NOW(), NOW(), 75, 1),
('2025-01-24 00:00:00', '2025-01-31 00:00:00', NOW(), NOW(), 89, 1),
('2025-01-24 00:00:00', '2025-01-31 00:00:00', NOW(), NOW(), 82, 4),
('2025-01-24 00:00:00', '2025-01-31 00:00:00', NOW(), NOW(), 35, 1),
